id,customer_id,product_id,amount,date
1939,63-8202734,614579788-6,3529.6003,2015-12-04 00:46:46
1940,45-1367280,532076895-8,6285.9029,2001-09-16 05:47:54
1941,82-2546239,985696981-6,129657.4434,1998-05-18 11:57:24
1942,66-7582669,347469582-7,1464.8133,2009-12-08 03:13:10
1943,68-4744589,870452171-4,273083.8569,2015-12-28 06:11:35
1944,22-3845583,792839934-2,67963.5324,1998-06-05 19:09:24
1945,67-6672738,572695193-X,59923.8271,2007-03-02 17:40:51
1946,01-3207603,059128474-X,234576.8711,2003-05-15 00:41:52
1947,67-1202417,902711589-3,179292.4748,2010-10-04 02:54:32
1948,68-9080887,234259382-1,32867.5287,2013-03-29 06:20:13
1949,51-1521633,305250946-2,53353.6136,2009-06-17 03:50:46
1950,48-1132626,043251089-3,93745.9127,2009-06-28 02:55:28
1951,91-4361238,365601923-1,20289.415,2010-08-11 05:07:39
1952,08-7754266,715575350-5,14558.2862,2015-04-24 08:32:46
1953,26-5756936,360217676-2,23814.1248,1998-03-15 19:50:54
1954,94-7239808,820933771-8,6755.6044,2015-05-02 12:25:34
1955,11-2485590,265876227-5,68425.9681,2013-06-25 18:12:18
1956,67-3529412,932139290-4,18221.4442,2008-11-09 16:28:27
1957,81-4297552,158856540-8,87218.0078,2011-12-21 00:54:13
1958,35-6879447,301661387-5,91096.8852,2008-07-19 21:59:58
1959,65-9907303,865941086-6,32371.0787,2005-03-31 02:46:54
1960,32-3116581,179709017-8,29011.2932,2015-07-29 06:30:51
1961,33-9672348,569845441-8,36156.1812,2002-07-12 19:57:19
1962,98-6272563,806347844-4,10214.1605,2004-08-14 06:30:07
1963,87-7248248,943083591-2,160024.103,2014-04-27 03:20:22
1964,95-1271190,305053721-3,20330.2252,2015-01-13 06:03:48
1965,67-2003355,073714030-5,11846.8036,2013-07-06 19:07:44
1966,54-4082199,152339970-8,40052.2031,2004-09-10 03:28:50
1967,08-3809010,386539260-1,44867.9556,2005-09-16 04:13:33
1968,16-7703451,828504634-6,52598.2987,2007-07-16 12:59:53
1969,17-3221318,564391580-4,63580.0908,2010-07-12 01:48:28
1970,96-9335496,540122225-4,22212.4843,2002-09-01 19:01:44
1971,75-9011832,114763117-4,85937.1676,2003-06-26 08:55:30
1972,84-4372219,011527391-3,47184.2757,2001-11-07 05:50:25
1973,30-1401782,716291424-1,3200.1659,1999-03-12 23:35:02
1974,45-3728388,779478380-1,196096.9738,2012-08-28 08:11:35
1975,63-7429130,215667691-7,32480.5818,2004-03-09 03:29:06
1976,77-5325590,897344817-X,54574.374,1998-10-03 05:18:00
1977,05-7882312,903268301-2,210760.7064,2015-05-26 09:39:21
1978,75-3299492,960507280-7,176194.8194,2002-04-15 12:33:42
1979,77-6836321,942129544-7,116448.7241,2006-02-26 17:59:47
1980,98-4542754,303201050-0,61241.2129,2007-09-30 23:13:36
1981,44-8456622,893001083-0,82217.3297,2005-07-09 02:15:02
1982,92-9237254,888606755-0,48192.0737,2012-09-26 16:45:48
1983,99-0939065,196139298-4,174682.6658,2014-01-04 17:50:05
1984,60-8243624,214826375-7,273659.4623,1999-05-08 05:07:32
1985,40-8042351,043251089-3,115954.7972,2011-07-11 17:41:39
1986,97-3543181,677354828-4,37558.3804,2013-06-14 15:03:55
1987,50-3596349,390400800-5,63226.7264,2005-06-15 15:57:26
1988,42-5027171,677354828-4,78006.6845,2016-05-04 09:25:14
1989,72-8018550,224805815-2,3011.4719,2010-08-17 14:18:44
1990,33-8047471,783959618-5,104078.1016,2007-03-03 03:04:37
1991,47-9869627,020176166-1,51508.3759,2006-12-02 17:18:13
1992,63-9153982,743158957-3,47391.1613,2007-11-16 10:02:57
1993,64-5078219,311303660-7,27097.8262,2009-10-18 09:29:20
1994,60-0208167,089991830-1,124504.3983,2005-07-27 01:46:03
1995,38-2233333,682267854-9,103910.3155,2014-02-05 19:01:24
1996,49-3500756,721268863-0,69105.6243,2001-07-05 08:12:06
1997,50-0061539,985696981-6,36283.1335,2014-07-22 04:56:42
1998,72-6389235,747353369-X,21022.1186,2002-09-22 01:18:06
1999,17-9995999,984737695-6,32829.0087,2001-06-02 22:11:19
2000,21-9502785,849649880-8,68239.3978,1999-07-06 18:05:24
2001,99-7919631,939258046-0,83088.6135,2012-06-16 09:07:31
2002,42-4813733,903678849-8,179021.8329,2004-04-02 14:08:57
2003,17-7233720,771635842-1,32267.5315,1998-03-24 10:45:22
2004,38-3000532,999965462-2,94198.9205,1999-03-29 21:05:17
2005,60-5131119,084786163-5,57676.1698,1998-03-24 17:52:44
2006,03-2593797,586014948-4,18632.6438,2010-10-12 15:28:22
2007,11-8115784,983291035-8,99369.5959,2004-04-18 00:19:58
2008,88-3804824,488529001-5,47106.1471,2003-01-02 23:29:49
2009,22-7826821,753678181-4,35815.7231,2005-04-24 18:55:58
2010,58-9277342,139886718-7,176072.1384,2016-08-07 16:57:49
2011,98-5165775,105136283-0,48534.7168,2014-11-27 09:24:44
2012,27-9690707,785156735-1,104055.2491,2013-09-04 02:37:15
2013,51-0497311,532076895-8,7779.9932,2014-05-08 10:37:42
2014,39-5242143,883115346-3,26538.2819,2014-09-14 23:32:45
2015,98-0900142,538532405-1,260334.2753,2005-08-29 06:51:50
2016,01-7846538,503754960-4,112997.8021,2007-02-03 00:38:53
2017,89-8345263,082195169-6,44232.7862,2016-06-05 10:11:19
2018,42-8632922,370622195-0,8229.7381,2002-01-21 18:47:58
2019,02-5977908,485567840-6,185053.3735,2015-02-27 10:23:03
2020,46-3679381,186051816-8,30596.2252,1998-10-13 22:28:23
2021,05-2149540,015006574-4,143771.9215,2009-06-22 15:21:10
2022,06-8980897,850969994-1,245741.9468,2014-02-20 05:16:02
2023,58-3866308,001096396-0,11639.398,2004-03-26 08:49:23
2024,27-9673083,470805721-0,34266.073,1997-10-26 17:56:20
2025,44-9461957,471756426-X,12387.5585,2009-03-27 01:06:15
2026,83-8904677,600258030-1,15789.8252,2002-03-17 15:55:49
2027,60-8243624,328323234-2,51857.6737,2006-08-26 20:03:59
2028,97-1391035,885441555-3,54940.0682,2000-04-08 23:05:56
2029,80-5956156,695190167-8,36995.6628,2010-05-02 19:26:12
2030,26-5756936,559296026-3,7793.5142,2002-09-24 12:07:07
2031,64-1528197,019546405-2,93018.6997,2011-08-21 12:43:10
2032,33-6317916,801553310-4,49111.0731,1999-09-14 09:57:07
2033,06-8980897,639931133-0,202753.6694,2009-02-16 23:24:01
2034,07-3328927,107705150-6,115372.175,2011-03-10 01:27:01
2035,16-3384784,755698357-9,84758.9377,1998-10-14 13:58:00
2036,66-3906908,086226579-7,70964.2565,2000-02-26 05:54:17
2037,53-6683209,243366660-0,88974.7821,2001-03-07 20:19:07
2038,09-2843383,321122719-9,178022.9769,2011-08-17 16:19:44
2039,07-0689946,156922920-1,157369.4439,2013-03-22 07:53:28
2040,46-4833646,802151786-7,150943.2763,2016-07-30 07:21:06
2041,36-5877355,294056597-X,96370.7019,2008-09-07 13:07:57
2042,90-8138571,249252501-5,12155.4629,2007-11-07 13:53:25
2043,32-9797661,343890511-6,221286.9911,2006-05-19 18:52:10
2044,88-0890164,550175040-6,210468.1351,2010-09-22 06:00:23
2045,85-0299714,011527391-3,54993.7967,2002-02-04 04:29:56
2046,77-8070149,312370274-X,4971.9042,2002-08-18 18:23:14
2047,04-1347465,751006667-0,25209.555,2004-03-30 07:50:46
2048,10-7084415,166475354-0,10000.7786,2002-04-04 08:30:47
2049,99-7909991,790504386-X,94069.0634,2002-01-16 17:48:45
2050,57-7081328,803564657-5,83747.9576,1998-09-27 04:34:25
2051,28-7938992,549522043-9,93728.6174,2008-09-08 14:34:18
2052,08-6279111,200443529-1,85070.139,2007-01-31 04:40:13
2053,79-9211968,296009777-7,177613.374,2012-07-13 18:59:08
2054,22-6549767,839376387-8,4795.7784,1999-03-04 20:53:05
2055,04-1708323,582544731-8,117832.8976,2013-04-03 12:38:27
2056,73-3330768,305250946-2,239397.4608,1998-02-09 11:25:06
2057,48-9814675,028345325-7,19780.8658,2015-06-07 03:42:13
2058,31-7986396,686937269-1,161914.3369,2013-01-16 20:53:39
2059,31-0530147,646039795-3,9787.1996,2000-04-12 16:03:34
2060,24-3197905,741343654-X,70485.571,2015-05-30 11:06:29
2061,47-2179054,222966580-4,28423.5948,2013-06-05 20:38:44
2062,08-1833714,897344817-X,43433.9314,2007-02-03 17:18:58
2063,01-5879685,256572669-4,117071.2431,2011-08-22 12:15:33
2064,37-9995952,258745288-0,1039.1038,2003-04-22 20:43:27
2065,99-7919631,493687838-3,31197.6617,2013-01-09 23:20:11
2066,73-1774992,655451224-1,56051.9402,2013-08-25 22:47:08
2067,45-2799337,893001083-0,141231.1834,2012-04-29 06:47:13
2068,10-4016793,003682932-3,23874.2597,2013-05-29 17:06:28
2069,12-5754604,001096396-0,11417.5812,2006-02-10 02:22:47
2070,10-1887891,525721919-0,175248.5997,2007-10-13 18:45:22
2071,57-7081328,339971322-3,22731.2023,1999-03-22 15:42:36
2072,67-1202417,614296582-6,149411.3427,2010-06-16 16:16:30
2073,76-4667019,214095476-9,65330.6047,2005-04-07 08:23:08
2074,78-5620018,960970860-9,41090.3555,2004-11-20 17:16:50
2075,70-2499956,386539260-1,41378.7727,2006-01-01 16:07:23
2076,13-7186486,681412780-6,41778.613,2001-08-14 18:04:11
2077,90-8370848,370436898-9,94673.2072,2003-06-18 20:58:19
2078,82-5423261,824201018-8,67730.3307,2007-01-31 22:28:01
2079,45-5412187,113237600-9,92619.1435,2009-02-05 03:41:39
2080,67-1814059,821088754-8,6495.3714,2014-09-13 20:24:56
2081,07-5715305,767822136-3,10780.8665,2012-12-31 04:45:12
2082,87-0651546,296009777-7,237604.7817,2011-11-20 15:26:25
2083,95-3195746,471756426-X,33217.2675,2014-06-19 20:22:44
2084,14-3656948,702900560-0,30324.8053,2002-12-27 19:30:09
2085,10-0918804,628669842-6,23995.4594,2000-06-21 10:31:25
2086,42-9709822,350011858-5,47337.9042,2008-03-30 20:03:13
2087,00-1581378,776307423-X,4248.0749,2010-06-17 23:36:45
2088,89-9226040,929010839-8,78134.13,2014-12-14 18:24:44
2089,90-4053916,424442194-7,28989.2804,2010-12-27 09:44:15
2090,47-5502745,694043598-0,16683.8756,2016-08-24 07:56:15
2091,38-4573314,757394184-6,59032.3696,2007-07-29 12:17:27
2092,88-2187638,386539260-1,88810.7303,1999-06-19 20:07:02
2093,87-6149069,016012243-0,172432.4767,2004-05-24 16:22:47
2094,04-8467241,183440616-1,20860.0319,2001-06-26 01:43:13
2095,37-4910174,493987222-X,68828.8333,2010-01-09 10:52:46
2096,88-0890164,312370274-X,11729.8542,2015-04-10 07:01:35
2097,11-2485590,080061715-0,85999.8754,2011-06-20 16:03:48
2098,46-4833646,789762089-1,75749.4497,2014-11-01 17:14:21
2099,74-0669553,866279007-0,134691.7625,2009-09-14 01:37:09
2100,50-3913789,281971879-5,154229.3966,2011-03-18 21:37:10
2101,38-2885426,297456999-4,48538.23,2014-07-08 14:04:35
2102,07-0252564,226055556-X,65753.461,2016-08-12 20:09:26
2103,51-8928759,143608992-1,180256.0339,2002-06-16 22:51:52
2104,99-9027235,011126536-3,5276.1908,2012-08-28 00:15:35
2105,33-8293563,156439614-2,6492.5617,1998-08-28 18:23:26
2106,21-9837637,972873892-7,211238.4915,2010-09-24 09:23:21
2107,58-6528039,984737695-6,25954.1189,2005-05-20 19:42:27
2108,65-7838507,660348205-3,110890.9282,2016-02-22 15:19:28
2109,14-0693029,304841755-9,89821.3955,2009-03-14 00:30:45
2110,16-3873498,601478763-1,5635.2358,1998-09-07 17:10:41
2111,65-6604040,960507280-7,121134.3977,2014-06-24 00:48:29
2112,67-1202417,570480040-8,102240.2743,2003-01-17 23:10:54
2113,21-4994074,302732784-4,52501.2046,2006-01-17 15:05:25
2114,45-2780531,915487483-1,20201.6328,2015-11-16 03:38:56
2115,61-2550650,425278192-2,175605.4981,1999-12-17 18:09:46
2116,37-0624117,909574134-6,31377.6714,2005-05-30 05:39:45
2117,66-1156034,401515618-8,79035.0695,1998-10-11 23:55:17
2118,56-1561825,750523982-1,99723.3766,2010-07-08 01:17:30
2119,97-2420071,590820351-3,22330.3525,2003-09-29 23:23:31
2120,39-5242143,425236940-1,16456.2378,2005-02-23 09:08:01
2121,10-7900493,537774435-7,13467.2137,2001-03-27 12:36:12
2122,00-3138330,755732653-9,97416.6418,2002-10-02 14:25:00
2123,91-4361238,482988164-X,35586.854,2011-05-31 19:49:22
2124,20-2542568,229054243-1,36767.3332,1998-09-11 18:17:14
2125,02-2044914,166639424-6,101452.5205,2002-08-03 05:02:09
2126,51-8928759,071676852-6,22065.5453,2000-11-11 15:04:02
2127,37-9199846,106711097-6,106821.378,2009-09-19 16:00:18
2128,62-4172761,086986680-X,169136.6342,2012-12-21 10:49:51
2129,27-9863038,549522043-9,105652.2018,2016-08-25 07:33:26
2130,48-3454616,298101240-1,59085.3588,2002-04-12 07:04:50
2131,51-0082738,367386941-8,12320.1476,2002-12-24 18:54:20
2132,58-5531054,503968642-0,129180.2082,1999-11-12 03:42:28
2133,11-1757439,234259382-1,35476.7226,2009-04-28 07:06:46
2134,77-1992548,166639424-6,60415.3445,2006-10-02 02:26:20
2135,40-5764568,926139601-1,171784.3961,2008-05-04 22:28:13
2136,99-3102630,883416969-7,15147.7703,2003-11-28 11:37:52
2137,98-3817574,352092426-9,122370.0493,2004-10-22 02:13:42
2138,46-4487217,821018312-5,38923.8424,2007-08-28 16:52:04
2139,60-8243624,350011858-5,11513.2703,2009-02-18 05:47:10
2140,60-5131119,436228036-7,30613.9611,2000-11-04 16:12:31
2141,11-8115784,739793712-8,51758.2906,2011-05-15 02:41:26
2142,44-5677096,978662280-4,90997.6581,2001-08-15 02:08:22
2143,40-3048222,386539260-1,119014.1212,2010-05-26 11:37:21
2144,67-2051868,723135448-3,32158.198,2000-02-19 07:22:23
2145,39-9227214,927160886-0,131295.5723,1998-01-11 06:09:52
2146,71-6491925,251466623-6,146308.7751,1998-10-29 10:36:17
2147,54-1523366,462854383-6,48486.2901,1999-05-30 06:56:06
2148,90-5056655,566953596-0,66047.963,2002-09-29 18:44:23
2149,96-9335496,538532405-1,205774.5041,2012-07-03 07:44:24
2150,71-6176564,229054243-1,15017.651,2000-12-14 00:44:56
2151,92-3613187,091101633-3,65887.3704,2009-09-21 07:53:22
2152,01-5879685,538532405-1,23447.027,2004-03-28 16:15:41
2153,99-9865582,076845483-2,1502.9111,2013-07-11 10:38:38
2154,19-2094643,080967479-3,59748.0876,2005-09-15 18:12:44
2155,02-4530029,860899477-1,14505.2467,2005-04-21 15:41:44
2156,23-2132592,254624547-3,73077.4675,2008-11-28 19:17:33
2157,99-7919631,896694078-1,30232.3702,2000-11-02 22:13:55
2158,08-6279111,069773959-7,29743.4769,2015-10-25 06:21:08
2159,73-9329519,820345517-4,185084.6104,2008-07-26 00:12:58
2160,54-8167958,465052532-2,44051.2374,2011-04-25 10:16:27
2161,25-6827089,157677567-4,35691.1017,2000-03-13 17:54:30
2162,94-8404634,465052532-2,184860.952,2003-09-05 08:04:22
2163,57-1732443,080061715-0,149162.2215,2001-09-06 18:07:39
2164,14-3850109,953591314-X,137122.3651,2005-02-21 02:27:33
2165,61-4011460,272400441-8,101109.5271,1998-03-26 22:26:58
2166,76-4617121,741679840-X,4514.7475,2015-03-06 01:45:36
2167,01-7846538,752479168-2,63323.1789,2011-03-05 08:07:49
2168,27-9053679,752479168-2,15456.5917,1999-08-28 10:43:00
2169,65-7838507,391803322-8,44141.4264,2013-01-21 08:50:22
2170,33-8047471,073842175-8,93621.833,2013-12-24 21:13:25
2171,42-8632922,196908203-8,70409.1566,2005-12-13 14:07:14
2172,89-3365955,048063373-8,108183.1941,2013-01-02 07:53:21
2173,94-1871455,751006667-0,104777.901,2002-07-07 18:40:12
2174,62-5906729,233641453-8,151314.7163,2012-03-03 06:55:18
2175,93-5328189,183230393-4,50558.4975,2011-03-07 11:51:25
2176,41-0620675,459076173-4,35646.0572,2000-06-09 17:32:49
2177,25-8783139,153940175-8,157765.6524,1998-12-05 02:38:50
2178,44-8456622,667524919-3,55520.4106,2009-10-04 05:21:14
2179,63-7636003,981341524-X,217430.8966,2003-09-02 03:16:52
2180,15-6683180,330654666-6,69222.829,2010-12-23 10:29:26
2181,22-7826821,398200767-4,19198.1021,2008-08-27 04:31:47
2182,19-9863768,262558693-1,18875.9762,2008-04-07 11:12:32
2183,38-1420897,917276804-5,104152.8675,2014-09-30 16:29:50
2184,81-7134659,287151859-9,2834.5333,1998-02-09 17:54:45
2185,26-5406501,434326412-2,114805.7425,2009-12-19 01:50:33
2186,47-5502745,561049497-4,52229.5433,2002-05-22 14:56:59
2187,13-7186486,632403842-4,19667.9276,2007-11-20 20:21:55
2188,74-1402740,820831519-2,10081.6933,2001-05-27 20:13:51
2189,57-2088860,032724415-1,32998.2458,2007-01-27 15:39:34
2190,91-2115062,655451224-1,167493.0118,2015-02-11 14:58:09
2191,44-8719226,884221246-6,46296.5446,2007-08-11 08:07:34
2192,66-2928082,589458778-6,86050.8188,2000-01-17 03:54:58
2193,98-2557993,834476117-4,36234.2968,2006-09-08 09:00:07
2194,46-4487217,813352162-9,1777.6052,2007-05-26 16:42:25
2195,58-6922427,816332951-3,13947.8542,2007-08-30 14:20:25
2196,02-3210888,390397091-3,18190.177,2012-05-16 14:13:21
2197,88-2968661,707514261-5,83939.9822,2011-08-18 09:53:37
2198,96-5631321,776307423-X,14338.8933,2004-12-01 16:35:59
2199,13-6706346,491673103-4,5594.1991,2012-12-17 01:08:32
2200,02-2539928,095390210-2,50021.85,2001-03-14 07:20:44
2201,69-2487049,499259038-1,55686.0341,2005-08-13 15:46:39
2202,98-2557993,803564657-5,63405.2439,2008-07-23 00:06:27
2203,98-5317129,285017163-8,39758.6486,2013-09-15 17:28:24
2204,02-1900775,795039420-X,121752.865,2015-11-01 10:20:32
2205,03-5364672,535502508-0,164067.2213,2000-03-20 07:17:59
2206,31-7986396,222966580-4,12854.4239,2000-09-12 08:54:16
2207,29-6589955,112567617-5,19826.7094,2001-03-02 04:43:20
2208,98-3817574,352092426-9,104447.8951,2007-06-02 02:19:02
2209,22-5666429,565076645-2,102466.2935,2002-04-13 11:28:02
2210,00-9039325,235037630-3,63176.4937,2001-06-11 20:50:39
2211,66-6986502,828279110-5,15596.8827,2012-02-24 12:17:43
2212,46-9961736,129454589-2,811.7945,2015-09-17 00:58:02
2213,28-1700728,641390357-0,15504.5692,2009-02-25 14:24:00
2214,82-3235423,347469582-7,10770.0018,2003-04-28 17:22:20
2215,99-7919631,346906575-6,68688.7473,2016-06-30 13:17:25
2216,88-2187638,239440091-9,13167.3172,2002-11-15 20:56:22
2217,15-9619001,789762089-1,38568.2301,2007-06-06 15:47:55
2218,04-7881056,852627170-9,30996.3384,2003-08-09 16:59:38
2219,81-0703727,433409616-6,1214.1528,1998-08-10 09:15:38
2220,17-9995999,789122489-7,189540.1053,2010-11-28 13:18:21
2221,54-8731805,709917424-X,4566.7245,2013-04-25 14:39:27
2222,82-9591574,272400441-8,16453.6607,2002-03-14 17:24:21
2223,31-2051176,793542388-1,2647.2387,2001-04-08 05:39:34
2224,81-4155260,272989844-1,168252.2055,2005-02-10 16:03:09
2225,17-0866090,234259382-1,8271.3149,2000-03-04 07:41:01
2226,20-2864256,779478380-1,231868.8807,2013-04-08 09:14:02
2227,42-3601726,539471724-9,41971.8206,2000-02-09 10:32:56
2228,76-9604004,158914988-2,76782.2888,2005-08-20 19:13:27
2229,79-1943276,478283746-1,20186.4522,2014-05-09 19:00:42
2230,98-4707679,425278192-2,84844.4116,1998-05-12 12:39:11
2231,84-2923817,253317060-7,82101.1653,2007-01-12 14:14:58
2232,41-1536104,191930944-6,120910.8593,2009-11-15 17:41:03
2233,43-0938165,019546405-2,179079.1297,2009-01-31 02:26:50
2234,23-9755963,705635855-1,184748.8085,2009-09-02 21:35:55
2235,66-3286964,507912385-0,28285.9572,2005-06-03 00:55:33
2236,05-1377550,274928290-X,15529.9761,2012-09-01 10:21:55
2237,50-3913789,657336511-9,39112.2031,2012-10-13 00:15:54
2238,69-2487049,974834871-7,19102.0744,2005-12-18 20:12:45
2239,66-4278112,729036774-X,66368.2487,2009-08-29 10:04:05
2240,77-5325590,055397946-9,62418.2367,2000-08-22 01:08:34
2241,95-4619473,183831384-2,167840.0804,2015-03-04 17:01:56
2242,66-1156034,424274425-0,4648.8643,2015-08-09 11:29:41
2243,24-5621273,122129750-3,32754.3159,2014-08-08 00:23:50
2244,54-2748456,757394184-6,62275.9212,2000-01-22 06:02:45
2245,93-3719237,135739195-1,96090.3817,2007-03-06 16:49:32
2246,94-3222117,917166478-5,43391.5274,2005-03-10 23:19:36
2247,90-4053916,692637873-8,101503.6824,2016-09-05 21:40:37
2248,92-3613187,680607808-7,38508.4413,2009-01-02 22:11:18
2249,01-0101995,385511880-9,160583.5001,2014-01-02 16:14:56
2250,01-1076657,735228534-2,9187.0952,2008-12-04 11:37:22
2251,37-3745870,991179749-X,55679.5611,2012-08-19 05:41:15
2252,53-3311212,981341524-X,33732.2932,2001-11-07 23:49:48
2253,16-9336537,631065149-8,32059.6525,2000-07-07 02:26:15
2254,45-5811584,535502508-0,213893.7883,2014-06-24 18:45:51
2255,99-1747659,113237600-9,78022.3692,2008-01-19 07:36:38
2256,61-4011460,732123035-X,100112.5662,2002-08-22 20:24:09
2257,22-0984682,980019090-2,24582.7197,2013-04-13 09:30:37
2258,00-7124170,671995175-0,26522.1626,2009-05-08 14:20:29
2259,70-2499956,300572862-5,30745.4712,1999-11-16 10:13:13
2260,22-6261000,099975007-0,24014.2307,2009-05-14 22:14:38
2261,54-2122138,073842175-8,76877.3857,2009-08-21 01:00:09
2262,84-5406752,431050521-X,199102.2425,2007-12-17 11:55:00
2263,57-4434284,104745611-7,121871.7727,2003-12-24 08:40:17
2264,14-8856907,415871421-4,178497.8685,2014-03-18 03:07:41
2265,39-6247418,733447061-3,217559.8838,2000-01-25 09:36:38
2266,56-4424495,500313266-2,58266.948,1998-12-26 19:45:59
2267,37-6236404,596952676-2,64056.9101,2001-04-13 06:55:28
2268,61-4011460,365542932-0,45770.192,2012-03-07 08:50:38
2269,71-6491925,158141301-7,215286.9899,1998-12-08 15:56:11
2270,61-4548294,135739195-1,176930.6221,2012-12-02 10:38:12
2271,91-2709891,565105634-3,87053.7539,2006-10-20 20:01:15
2272,15-9619001,680367885-7,3326.3119,2014-11-16 13:02:54
2273,11-4303944,922310899-3,30620.3251,2015-02-16 18:20:59
2274,42-5744932,350895711-X,4361.1485,2003-03-07 19:16:03
2275,66-4278112,679474183-0,64668.8799,2006-08-16 07:46:45
2276,48-9814675,480139591-0,23563.3615,2002-04-19 03:43:14
2277,08-3809010,406679614-1,133799.698,2014-06-11 10:44:40
2278,76-2061262,242507100-8,82507.807,2015-09-21 11:19:59
2279,32-5775448,542880245-6,127288.6803,2005-05-25 02:11:12
2280,21-9502785,915487483-1,20133.8446,2014-05-21 16:24:58
2281,16-4372821,554879607-0,104965.4177,2006-07-28 17:19:49
2282,49-0530426,852429633-X,115542.7578,2010-02-06 05:12:51
2283,09-5456264,151600508-2,172663.4316,2009-03-13 01:36:23
2284,28-9793973,170133733-9,243554.5675,2005-12-03 03:26:58
2285,52-4226913,176846554-1,16492.716,2013-06-19 20:33:02
2286,09-2843383,440485465-X,30516.743,2002-09-18 20:41:18
2287,54-2122138,328323234-2,47455.1005,2007-02-13 07:13:40
2288,04-1347465,572383280-8,12458.3021,2000-04-22 19:35:06
2289,27-9863038,253317060-7,71244.0655,2014-09-24 14:27:32
2290,44-8719226,419801338-1,166835.7675,2016-09-10 02:59:53
2291,24-3197905,828143339-6,35946.4155,2011-06-16 21:55:41
2292,79-8248694,582544731-8,113940.8094,1999-11-18 19:21:39
2293,99-3456328,175517182-X,64570.6323,1998-08-01 08:13:02
2294,81-4477780,312370274-X,10984.8553,2001-12-10 20:08:30
2295,72-8018550,156439614-2,7289.5509,2001-03-14 05:07:02
2296,99-9865582,166475354-0,44237.0661,2001-07-18 22:57:23
2297,96-9990893,705559801-X,119288.3914,2006-11-10 08:02:07
2298,02-2539928,757394184-6,54278.3463,2005-11-03 16:23:29
2299,73-3197111,941407649-2,1143.6514,2013-07-19 20:35:46
2300,93-5266968,513016505-5,154252.9451,1999-08-04 14:13:16
2301,56-8526928,686937269-1,114632.1574,2008-02-22 05:29:26
2302,10-7738600,514938336-8,51586.8608,1998-09-28 13:22:01
2303,80-2590288,486470028-1,6273.1939,2000-09-23 22:09:09
2304,57-1732443,356735355-1,94330.4865,2010-12-07 23:41:54
2305,50-3596349,951314307-4,21293.8027,2010-10-22 03:22:35
2306,62-5351258,452915000-3,26772.3557,2004-07-19 14:24:10
2307,66-7453217,003462615-8,38843.8205,2014-08-23 00:13:22
2308,71-6491925,435928169-2,79235.5366,2009-08-02 19:55:42
2309,95-1933390,870452171-4,177442.652,2014-10-10 17:37:03
2310,34-3882729,820345517-4,190614.9491,2011-10-19 20:17:19
2311,53-3311212,314332481-3,33772.3962,1998-12-07 10:02:15
2312,57-1732443,821943277-2,23414.8956,2010-02-16 09:28:33
2313,97-2420071,702900560-0,29231.649,2014-10-28 15:13:47
2314,99-2913192,239440091-9,55816.2674,2004-07-16 15:26:53
2315,41-3491963,831578051-4,14390.2474,2013-09-10 09:58:16
2316,32-5761832,214826375-7,61066.5479,2013-03-26 03:37:33
2317,37-9199846,892904975-3,31661.0046,2014-10-04 01:22:40
2318,38-3486537,286614490-2,92950.5328,2015-10-08 12:18:03
2319,96-9990893,692479023-2,22861.1607,2012-12-21 13:26:13
2320,99-0939065,168635424-X,15871.4489,2001-05-15 13:15:06
2321,04-6516321,367386941-8,14542.9496,2011-07-13 12:54:45
2322,50-4116661,566769572-3,16343.1649,2010-05-29 21:45:06
2323,31-2207662,286213230-6,31393.929,2013-08-08 12:28:12
2324,16-9336537,715575350-5,11635.9158,2014-08-28 23:58:08
2325,31-0530147,090594049-0,42638.3201,2003-06-04 09:37:06
2326,63-4795655,277776320-8,53038.5463,2002-06-16 07:12:49
2327,40-8449198,748315169-2,109497.6057,2002-11-07 15:15:21
2328,99-5661600,582400740-3,156023.7847,2015-02-09 21:07:45
2329,48-3454616,702900560-0,116971.1458,2009-09-26 23:47:19
2330,92-0742338,214095476-9,117542.4513,2000-04-01 14:57:33
2331,66-3286964,915487483-1,10248.2261,1999-04-11 05:38:13
2332,43-2204281,119890331-7,81686.2139,2013-07-27 13:54:41
2333,08-4187911,939258046-0,136325.3946,2001-10-13 16:33:54
2334,73-4248150,803564657-5,33242.9962,1998-08-05 13:18:34
2335,80-2590288,391803322-8,79179.97,2001-12-17 10:05:44
2336,79-1943276,168793894-6,35748.1624,1998-12-14 11:30:06
2337,66-4278112,750349576-6,142402.8833,2011-05-13 00:52:30
2338,39-5242143,452500679-X,156007.5665,2001-01-21 12:43:41
2339,96-9335496,659766465-5,120035.4906,2000-02-05 04:47:55
2340,63-7429130,845409921-2,27654.6413,2007-06-18 20:42:12
2341,65-9918707,682267854-9,62406.8234,2007-02-16 11:32:58
2342,52-4587308,533163834-1,66961.5661,2008-06-01 10:39:39
2343,89-6684655,865941086-6,102246.1429,2016-08-12 11:12:46
2344,26-5756936,533605413-5,231136.998,2004-02-20 23:15:04
2345,44-8181050,718267842-X,144409.8129,1997-12-17 14:54:53
2346,07-9718252,933319489-4,164053.0086,2000-06-09 19:51:16
2347,98-5165775,447980326-2,19068.0398,2014-03-04 06:02:21
2348,69-6542473,318824047-3,140099.6425,1999-07-13 03:24:53
2349,58-5531054,983385402-8,5653.913,2011-05-17 16:37:07
2350,01-7778677,423389191-2,133046.4139,2005-02-13 05:20:51
