DAY_OF_MONTH,DAY_OF_WEEK,CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,CRS_ELAPSED_TIME,DISTANCE
17,5,EV,N232PQ,5240,10397,ATL,12278,ICT,1341,1403,22,1506,1520,14,145,782
17,5,EV,N232PQ,5240,12278,ICT,10397,ATL,1541,1545,4,1841,1844,3,120,782
17,5,EV,N710EV,5242,11775,FSD,13487,MSP,625,,,740,,,75,196
16,4,OO,N568SW,6487,14689,SBA,14771,SFO,830,820,0,955,924,0,85,262
16,4,OO,N936SW,6488,14771,SFO,14570,RNO,1246,1237,0,1346,1338,0,60,192
16,4,OO,N975SW,6490,14262,PSP,14771,SFO,1426,1442,16,1603,1617,14,97,421
16,4,OO,N975SW,6490,14771,SFO,14262,PSP,1231,1225,0,1356,1347,0,85,421
16,4,OO,N821AS,2908,14698,SBP,14107,PHX,1610,1555,0,1851,1843,0,101,509
16,4,OO,N468CA,2909,14107,PHX,14262,PSP,1943,1943,0,1951,1946,0,68,261
16,4,OO,N506CA,2910,14107,PHX,16218,YUM,2250,2237,0,2336,2318,0,46,160
16,4,OO,N963SW,5252,13930,ORD,14108,PIA,809,808,0,905,918,13,56,130
16,4,OO,N963SW,5252,14108,PIA,13930,ORD,935,945,10,1024,1048,24,49,130
16,4,OO,N494CA,5253,11977,GRB,13930,ORD,1447,,,1545,,,58,173
16,4,OO,N494CA,5253,13930,ORD,11977,GRB,1323,,,1417,,,54,173
16,4,F9,N210FR,725,11278,DCA,11292,DEN,1800,1758,0,2001,1941,0,241,1476
16,4,F9,N210FR,822,11292,DEN,13198,MCI,1855,2025,90,2126,2305,99,91,533
16,4,F9,N211FR,579,11292,DEN,14869,SLC,1650,1706,16,1813,1819,6,83,391
16,4,F9,N211FR,580,14869,SLC,11292,DEN,1859,1909,10,2020,2032,12,81,391
16,4,F9,N211FR,667,11292,DEN,14771,SFO,2105,2137,32,2239,2256,17,154,967
16,4,F9,N213FR,403,11292,DEN,12892,LAX,820,817,0,944,937,0,144,862
16,4,F9,N213FR,114,12892,LAX,11292,DEN,1030,1027,0,1347,1348,1,137,862
16,4,F9,N213FR,114,11292,DEN,13487,MSP,1444,1443,0,1735,1749,14,111,680
16,4,F9,N213FR,115,13487,MSP,11292,DEN,1820,1833,13,1924,1927,3,124,680
16,4,F9,N213FR,132,11292,DEN,11298,DFW,2009,2010,1,2255,2252,0,106,641
16,4,F9,N214FR,821,13198,MCI,11292,DEN,630,626,0,717,715,0,107,533
16,4,DL,N381DN,557,13487,MSP,11433,DTW,620,615,0,911,927,16,111,528
16,4,DL,N317NB,558,13495,MSY,12953,LGA,650,648,0,1039,1037,0,169,1183
16,4,DL,N590NW,559,10397,ATL,14843,SJU,1000,959,0,1434,1429,0,214,1547
16,4,DL,N967DL,562,10397,ATL,13931,ORF,1746,1752,6,1923,1918,0,97,516
16,4,DL,N939DL,563,10397,ATL,12278,ICT,1905,1902,0,2041,2032,0,156,782
16,4,DL,N916DL,565,10397,ATL,11193,CVG,1205,1159,0,1326,1334,8,81,373
16,4,DL,N592NW,570,13487,MSP,11433,DTW,2145,2139,0,23,17,0,98,528
16,4,DL,N6702,571,10397,ATL,15024,STT,1000,1020,20,1437,1443,6,217,1599
16,4,DL,N329NB,575,11618,EWR,10397,ATL,630,625,0,901,853,0,151,746
16,4,B6,N187JB,395,12197,HPN,13204,MCO,1033,1021,0,1319,1258,0,166,972
16,4,B6,N187JB,824,13204,MCO,11278,DCA,1850,1841,0,2058,2037,0,128,759
16,4,B6,N190JB,115,15096,SYR,12478,JFK,600,551,0,720,700,0,80,209
16,4,B6,N190JB,1273,12478,JFK,10994,CHS,805,809,4,1008,1040,32,123,636
16,4,B6,N190JB,1274,10994,CHS,12478,JFK,1046,1112,26,1230,1247,17,104,636
16,4,B6,N190JB,2402,12478,JFK,10792,BUF,1314,1325,11,1436,1436,0,82,301
16,4,B6,N190JB,2601,10792,BUF,12478,JFK,1512,1507,0,1640,1631,0,88,301
16,4,B6,N190JB,1185,12478,JFK,14492,RDU,1735,1734,0,1921,1914,0,106,427
16,4,B6,N190JB,1186,14492,RDU,12478,JFK,1957,1951,0,2126,2108,0,89,427
16,4,AA,N424AA,1242,11292,DEN,11298,DFW,1600,1558,0,1900,1852,0,120,641
16,4,AA,N424AA,1242,11298,DFW,11292,DEN,1415,1411,0,1520,1518,0,125,641
16,4,AA,N3JCAA,1243,12264,IAD,11298,DFW,725,719,0,1000,932,0,215,1172
16,4,AA,N3DEAA,1244,11278,DCA,13930,ORD,1850,1901,11,2000,1953,0,130,612
16,4,AA,N3DEAA,1244,13930,ORD,11278,DCA,1520,1528,8,1800,1814,14,100,612
16,4,AA,N3KWAA,1246,13303,MIA,15016,STL,1340,1338,0,1525,1528,3,165,1068
16,4,AA,N3KWAA,1246,15016,STL,13303,MIA,1610,1616,6,1955,1959,4,165,1068
16,4,AA,N3CFAA,1185,12953,LGA,11298,DFW,1730,1845,75,2050,2149,59,260,1389
16,4,AA,N4YUAA,1186,13930,ORD,15016,STL,1750,1826,36,1900,1929,29,70,258
16,4,AA,N4YUAA,1186,15016,STL,13930,ORD,1945,2011,26,2055,2117,22,70,258
17,5,US,N569UW,2093,11057,CLT,11298,DFW,1120,1121,1,1314,1311,0,174,936
17,5,US,N152UW,2093,14122,PIT,11057,CLT,830,824,0,1010,1019,9,100,366
17,5,US,N547UW,2094,11057,CLT,14122,PIT,2211,2221,10,2328,2334,6,77,366
17,5,US,N108UW,2095,11057,CLT,13930,ORD,1610,1618,8,1713,1704,0,123,599
17,5,US,N757UW,2096,10693,BNA,11057,CLT,625,628,3,844,847,3,79,328
17,5,US,N184US,2096,11057,CLT,14122,PIT,950,955,5,1118,1128,10,88,366
17,5,US,N167US,2097,11057,CLT,11298,DFW,1820,1832,12,2021,2014,0,181,936
17,5,US,N167US,2097,15304,TPA,11057,CLT,1539,1614,35,1718,1745,27,99,507
17,5,US,N745VJ,2098,11057,CLT,14122,PIT,1140,1136,0,1307,1304,0,87,366
17,5,US,N745VJ,2098,13244,MEM,11057,CLT,730,730,0,1004,1007,3,94,511
17,5,US,N569UW,2093,11057,CLT,11298,DFW,1120,1121,1,1314,1311,0,174,936
17,5,US,N152UW,2093,14122,PIT,11057,CLT,830,824,0,1010,1019,9,100,366
17,5,US,N547UW,2094,11057,CLT,14122,PIT,2211,2221,10,2328,2334,6,77,366
17,5,US,N108UW,2095,11057,CLT,13930,ORD,1610,1618,8,1713,1704,0,123,599
17,5,US,N757UW,2096,10693,BNA,11057,CLT,625,628,3,844,847,3,79,328
17,5,US,N184US,2096,11057,CLT,14122,PIT,950,955,5,1118,1128,10,88,366
17,5,US,N167US,2097,11057,CLT,11298,DFW,1820,1832,12,2021,2014,0,181,936
17,5,US,N167US,2097,15304,TPA,11057,CLT,1539,1614,35,1718,1745,27,99,507
17,5,US,N745VJ,2098,11057,CLT,14122,PIT,1140,1136,0,1307,1304,0,87,366
17,5,US,N745VJ,2098,13244,MEM,11057,CLT,730,730,0,1004,1007,3,94,511
18,6,DL,N990AT,2413,15624,VPS,10397,ATL,730,724,0,942,930,0,72,250
18,6,DL,N901DA,2415,15376,TUS,10397,ATL,800,752,0,1316,1308,0,196,1541
18,6,DL,N340NB,2416,15323,TRI,10397,ATL,730,733,3,844,837,0,74,227
18,6,DL,N951DL,2417,13303,MIA,12953,LGA,1459,1528,29,1800,1819,19,181,1096
18,6,DL,N323NB,2418,14027,PBI,12953,LGA,1400,1418,18,1649,1646,0,169,1035
18,6,DL,N318NB,2419,14570,RNO,14869,SLC,1205,1200,0,1426,1415,0,81,422
18,6,DL,N944DN,2420,15304,TPA,10397,ATL,1830,1823,0,2008,1948,0,98,406
18,6,DL,N950DN,2421,15304,TPA,11433,DTW,1620,1619,0,1858,1849,0,158,983
18,6,DL,N539US,2423,11433,DTW,14747,SEA,851,913,22,1055,1103,8,304,1927
18,6,DL,N539US,2424,14747,SEA,11433,DTW,1145,1158,13,1854,1903,9,249,1927
18,6,DL,N337NB,2426,13204,MCO,12953,LGA,1100,1057,0,1328,1309,0,148,950
18,6,MQ,N652MQ,2880,11921,GJT,11298,DFW,630,626,0,955,931,0,145,773
18,6,MQ,N905MQ,2881,11778,FSM,11298,DFW,620,617,0,720,722,2,60,227
18,6,MQ,N809MQ,2882,11298,DFW,13061,LRD,1725,1721,0,1845,1832,0,80,396
18,6,MQ,N628MQ,2885,15919,XNA,11298,DFW,720,713,0,840,827,0,80,280
18,6,MQ,N850MQ,2886,11298,DFW,14814,SHV,1600,1554,0,1655,1658,3,55,190
18,6,MQ,N850MQ,2886,14814,SHV,11298,DFW,1725,1717,0,1825,1843,18,60,190
18,6,MQ,N631MQ,2888,11298,DFW,12191,HOU,840,836,0,945,937,0,65,247
18,6,MQ,N631MQ,2888,12191,HOU,11298,DFW,1015,1009,0,1120,1113,0,65,247
18,6,MQ,N513MQ,2889,11042,CLE,13930,ORD,610,912,182,635,932,177,85,315
18,6,MQ,N521MQ,2890,12892,LAX,14679,SAN,1040,1056,16,1125,1142,17,45,109
18,6,MQ,N521MQ,2890,14679,SAN,12892,LAX,1200,1215,15,1240,1254,14,40,109
19,7,UA,N419UA,980,12264,IAD,11292,DEN,1740,1730,0,1938,1922,0,238,1452
19,7,UA,N409UA,983,13930,ORD,11292,DEN,1511,1522,11,1649,1653,4,158,888
19,7,UA,N521UA,994,11618,EWR,10721,BOS,2002,2012,10,2127,2120,0,85,200
19,7,UA,N580UA,994,14771,SFO,11618,EWR,1054,1100,6,1918,1938,20,324,2565
19,7,UA,N575UA,997,11618,EWR,12892,LAX,713,711,0,1030,944,0,377,2454
19,7,UA,N510UA,997,12892,LAX,12478,JFK,1150,1213,23,2007,2026,19,317,2475
19,7,UA,N522UA,999,12264,IAD,14771,SFO,1501,1459,0,1810,1733,0,369,2419
19,7,UA,N413UA,999,14771,SFO,14679,SAN,1945,1939,0,2116,2102,0,91,447
19,7,UA,N24702,1001,12266,IAH,11433,DTW,1304,1303,0,1652,1641,0,168,1075
19,7,OO,N713SK,6367,14771,SFO,12889,LAS,1235,1251,16,1410,1426,16,95,414
19,7,OO,N973SW,6368,10627,BIS,11292,DEN,1827,1821,0,1905,1941,36,98,516
19,7,OO,N973SW,6368,11292,DEN,10627,BIS,1500,1514,14,1736,1752,16,96,516
19,7,OO,N910SW,6433,14869,SLC,12892,LAX,1851,1851,0,1956,1942,0,125,590
19,7,OO,N270YV,6434,10561,BFL,12892,LAX,1105,1127,22,1158,1223,25,53,109
19,7,OO,N270YV,6434,12892,LAX,10561,BFL,949,1029,40,1040,1110,30,51,109
19,7,OO,N776SK,6435,14683,SAT,12892,LAX,605,600,0,725,732,7,200,1211
19,7,OO,N223SW,6436,14679,SAN,12892,LAX,1904,1917,13,1955,2002,7,51,109
19,7,OO,N779SK,6439,15376,TUS,12892,LAX,1752,1746,0,1829,1826,0,97,451
19,7,OO,N584SW,6440,14679,SAN,12892,LAX,823,816,0,914,902,0,51,109
19,7,OO,N960SW,6441,11292,DEN,14869,SLC,1549,1550,1,1722,1714,0,93,391
19,7,OO,N957SW,6441,14771,SFO,10800,BUR,2030,2020,0,2143,2122,0,73,326
19,7,MQ,N695MQ,3756,13303,MIA,11057,CLT,1625,1619,0,1835,1828,0,130,650
19,7,MQ,N626MQ,3757,11433,DTW,13930,ORD,1330,1359,29,1350,1424,34,80,235
19,7,MQ,N626MQ,3757,13930,ORD,11433,DTW,1035,1101,26,1255,1335,40,80,235
19,7,MQ,N906MQ,3765,11637,FAR,13930,ORD,1150,1215,25,1345,1352,7,115,557
19,7,MQ,N906MQ,3765,13930,ORD,11637,FAR,920,956,36,1110,1150,40,110,557
19,7,MQ,N604MQ,3766,11298,DFW,14193,PNS,805,801,0,945,946,1,100,604
19,7,MQ,N604MQ,3766,14193,PNS,11298,DFW,1015,1009,0,1220,1156,0,125,604
19,7,MQ,N855MQ,3767,11298,DFW,14960,SPS,1945,1941,0,2035,2027,0,50,113
19,7,MQ,N676MQ,3772,11298,DFW,13277,MGM,1520,1517,0,1700,1659,0,100,622
19,7,MQ,N676MQ,3772,13277,MGM,11298,DFW,1730,1721,0,1940,1911,0,130,622
19,7,MQ,N683MQ,3773,11298,DFW,11775,FSD,940,933,0,1140,1130,0,120,737
20,1,MQ,N847MQ,3001,13290,MHK,13930,ORD,1255,1251,0,1435,1506,31,100,501
20,1,MQ,N847MQ,3001,13930,ORD,13290,MHK,1040,1036,0,1220,1230,10,100,501
20,1,MQ,N832MQ,3002,11298,DFW,11986,GRR,1820,1819,0,2140,2131,0,140,931
20,1,MQ,N841MQ,3003,11775,FSD,13930,ORD,1055,1153,58,1240,1319,39,105,462
20,1,MQ,N841MQ,3003,13930,ORD,11775,FSD,835,859,24,1015,1122,67,100,462
20,1,MQ,N908MQ,3005,11298,DFW,14960,SPS,1145,1137,0,1235,1232,0,50,113
20,1,MQ,N908MQ,3005,14960,SPS,11298,DFW,1305,1300,0,1355,1339,0,50,113
20,1,MQ,N640MQ,3007,11298,DFW,11986,GRR,920,916,0,1240,1241,1,140,931
20,1,MQ,N640MQ,3007,11986,GRR,11298,DFW,1315,1308,0,1510,1524,14,175,931
20,1,US,N556UW,1889,13930,ORD,11057,CLT,1210,1203,0,1501,1456,0,111,599
20,1,US,N128UW,1890,11298,DFW,14100,PHL,1520,1513,0,1923,1912,0,183,1303
20,1,US,N128UW,1890,14100,PHL,10529,BDL,2032,2029,0,2130,2126,0,58,196
20,1,US,N708UW,1891,11057,CLT,12451,JAX,1759,1756,0,1914,1904,0,75,328
20,1,US,N715UW,1891,13198,MCI,11057,CLT,1355,1343,0,1702,1645,0,127,808
20,1,US,N543UW,1892,11057,CLT,13930,ORD,1430,1431,1,1532,1543,11,122,599
20,1,US,N543UW,1892,12953,LGA,11057,CLT,1130,1122,0,1334,1324,0,124,544
20,1,US,N128UW,1894,14027,PBI,14100,PHL,800,755,0,1029,1017,0,149,951
20,1,US,N538UW,1895,11057,CLT,13204,MCO,749,746,0,930,910,0,101,468
20,1,US,N538UW,1895,11618,EWR,11057,CLT,500,455,0,651,626,0,111,529
20,1,US,N957UW,1896,10721,BOS,14100,PHL,1630,1625,0,1806,1800,0,96,280
20,1,WN,N8301J,1170,13232,MDW,11697,FLL,1800,1808,8,2200,2219,19,180,1166
20,1,WN,N799SW,3312,13232,MDW,11697,FLL,625,644,19,1025,1038,13,180,1166
20,1,WN,N280WN,3589,13232,MDW,11996,GSP,1900,1906,6,2145,2207,22,105,562
20,1,WN,N902WN,4474,13232,MDW,11996,GSP,955,953,0,1230,1214,0,95,562
20,1,WN,N621SW,835,13232,MDW,12191,HOU,1850,1929,39,2145,44,,175,937
20,1,WN,N7735A,1345,13232,MDW,12191,HOU,855,859,4,1150,1130,0,175,937
20,1,WN,N8308K,1619,13232,MDW,12191,HOU,1030,1030,0,1315,1255,0,165,937
20,1,WN,N953WN,1879,13232,MDW,12191,HOU,2000,2109,69,2250,2337,47,170,937
20,1,WN,N488WN,3579,13232,MDW,12191,HOU,645,646,1,950,929,0,185,937
20,1,WN,N435WN,3756,13232,MDW,12191,HOU,1500,1510,10,1745,1744,0,165,937
20,1,WN,N776WN,2,13232,MDW,12264,IAD,1125,1135,10,1400,1358,0,95,577
20,1,WN,N916WN,173,13232,MDW,12264,IAD,1315,1311,0,1600,1548,0,105,577
20,1,WN,N442WN,702,13232,MDW,12264,IAD,2030,2055,25,2320,2400,40,110,577
21,2,AA,N385AA,931,14771,SFO,13303,MIA,1240,1236,0,2105,2042,0,325,2585
21,2,AA,N5FGAA,936,12478,JFK,15024,STT,750,750,0,1255,1253,0,245,1623
21,2,AA,N5FFAA,936,15024,STT,12478,JFK,1400,,,1725,,,265,1623
21,2,AA,N3AMAA,937,14100,PHL,13303,MIA,600,553,0,855,854,0,175,1013
21,2,AA,N3EJAA,942,11298,DFW,13487,MSP,1225,1218,0,1445,1454,9,140,852
21,2,AA,N3EJAA,942,13487,MSP,11298,DFW,1530,1530,0,1805,1750,0,155,852
21,2,AA,N3FRAA,355,14679,SAN,11298,DFW,1700,1650,0,2150,2133,0,170,1171
21,2,AA,N454AA,356,10397,ATL,11298,DFW,1650,1643,0,1825,1802,0,155,731
21,2,AA,N454AA,356,11298,DFW,10397,ATL,1305,1302,0,1610,1552,0,125,731
21,2,AS,N419AS,752,14057,PDX,10397,ATL,950,946,0,1735,1714,0,285,2172
21,2,AS,N524AS,754,14747,SEA,15016,STL,1155,1151,0,1737,1716,0,222,1709
21,2,AS,N524AS,755,15016,STL,14747,SEA,1835,1830,0,2115,2059,0,280,1709
21,2,AS,N526AS,759,13198,MCI,14747,SEA,1645,1638,0,1830,1838,8,225,1489
21,2,AS,N526AS,762,14747,SEA,13198,MCI,1030,1024,0,1550,1526,0,200,1489
21,2,AS,N587AS,764,14057,PDX,11278,DCA,945,,,1740,,,295,2350
21,2,AS,N551AS,768,14679,SAN,10721,BOS,700,658,0,1511,1528,17,311,2588
21,2,AS,N537AS,769,10721,BOS,14679,SAN,1855,1916,21,2220,2239,19,385,2588
21,2,AS,N570AS,773,11278,DCA,14057,PDX,1710,,,2015,,,365,2350
21,2,AS,N534AS,802,12758,KOA,14057,PDX,1245,1238,0,2030,2003,0,345,2607
21,2,AS,N590AS,805,14747,SEA,14893,SMF,715,712,0,857,902,5,102,605
21,2,B6,N228JB,459,10721,BOS,14100,PHL,800,758,0,938,937,0,98,280
21,2,B6,N228JB,160,14100,PHL,10721,BOS,1015,1013,0,1143,1219,36,88,280
21,2,B6,N228JB,931,10721,BOS,12191,HOU,1300,1256,0,1626,1612,0,266,1609
21,2,B6,N229JB,1246,11057,CLT,10721,BOS,1009,,,1213,,,124,728
21,2,B6,N229JB,400,13495,MSY,10721,BOS,1630,,,2041,,,191,1368
21,2,B6,N229JB,1245,10721,BOS,11057,CLT,700,656,0,933,934,1,153,728
21,2,B6,N231JB,1583,10721,BOS,14492,RDU,1900,,,2106,,,126,612
21,2,B6,N231JB,2807,14321,PWM,12478,JFK,600,553,0,721,710,0,81,273
21,2,B6,N231JB,116,12478,JFK,15096,SYR,930,929,0,1042,1101,19,72,209
21,2,B6,N236JB,1733,10785,BTV,12478,JFK,1833,,,2001,,,88,266
21,2,B6,N236JB,1307,12478,JFK,12264,IAD,1235,,,1348,,,73,228
21,2,DL,N904DE,755,11066,CMH,10397,ATL,1422,1419,0,1600,1539,0,98,447
21,2,DL,N644DL,756,12889,LAS,13487,MSP,1135,1132,0,1645,1631,0,190,1299
21,2,DL,N324US,759,13487,MSP,11884,GEG,1945,2018,33,2058,2234,96,193,1175
21,2,DL,N939DL,761,10397,ATL,13244,MEM,834,832,0,901,856,0,87,332
21,2,DL,N314US,762,10397,ATL,13232,MDW,1615,1725,70,1714,1819,65,119,591
21,2,DL,N928DN,764,10397,ATL,13342,MKE,816,809,0,923,909,0,127,669
21,2,DL,N928DN,764,13342,MKE,10397,ATL,1003,955,0,1301,1241,0,118,669
21,2,DL,N952DN,766,10397,ATL,13342,MKE,1900,1855,0,2006,2000,0,126,669
21,2,DL,N928DN,768,10397,ATL,14027,PBI,1351,1346,0,1539,1533,0,108,545
21,2,DL,N928DN,768,14027,PBI,10397,ATL,1620,1613,0,1811,1754,0,111,545
21,2,DL,N690DL,1852,14027,PBI,10397,ATL,1455,1448,0,1644,1630,0,109,545
21,2,DL,N323NB,1854,12953,LGA,11697,FLL,1840,,,2155,,,195,1076
21,2,DL,N908DE,1856,10397,ATL,13360,MLB,915,913,0,1043,1035,0,88,442
21,2,DL,N908DE,1856,13360,MLB,10397,ATL,1124,1118,0,1259,1244,0,95,442
21,2,DL,N371NW,1857,14869,SLC,14747,SEA,830,830,0,944,1011,27,134,689
21,2,DL,N371NW,1857,14747,SEA,14869,SLC,1024,1052,28,1315,1337,22,111,689
21,2,DL,N953DN,1858,10397,ATL,10423,AUS,941,1018,37,1123,1131,8,162,813
21,2,EV,N14938,4239,12266,IAH,12448,JAN,1718,1725,7,1833,1850,17,75,351
21,2,EV,N14938,4239,12448,JAN,12266,IAH,1903,1914,11,2027,2028,1,84,351
21,2,EV,N14960,4241,11278,DCA,11618,EWR,805,756,0,912,858,0,67,199
21,2,EV,N14960,4241,11618,EWR,11278,DCA,619,613,0,730,725,0,71,199
21,2,EV,N14162,4242,11146,CRW,12266,IAH,1728,1817,49,1924,2014,50,176,975
21,2,EV,N14162,4242,12266,IAH,11146,CRW,1335,1345,10,1658,1736,38,143,975
21,2,EV,N13978,4243,12266,IAH,10397,ATL,1339,1404,25,1642,1704,22,123,689
21,2,EV,N11539,4243,12915,LCH,12266,IAH,1050,1041,0,1143,1127,0,53,127
21,2,EV,N16911,4245,14730,SDF,11618,EWR,1921,,,2130,,,129,642
21,2,FL,N948AT,937,10397,ATL,12339,IND,2054,2110,16,2233,2237,4,99,432
21,2,FL,N948AT,937,14492,RDU,10397,ATL,1850,1840,0,2016,2018,2,86,356
21,2,FL,N919AT,938,10397,ATL,13204,MCO,1645,1645,0,1810,1802,0,85,404
21,2,FL,N919AT,938,11267,DAY,10397,ATL,1421,1419,0,1600,1549,0,99,432
21,2,FL,N970AT,939,10397,ATL,11433,DTW,1035,1038,3,1235,1223,0,120,594
21,2,FL,N970AT,939,13851,OKC,10397,ATL,705,703,0,950,954,4,105,761
21,2,FL,N940AT,941,10397,ATL,14100,PHL,1440,,,1634,,,114,666
21,2,FL,N940AT,941,12191,HOU,10397,ATL,1100,1057,0,1350,1412,22,110,696
21,2,FL,N946AT,943,10397,ATL,10721,BOS,900,900,0,1129,1109,0,149,946
21,2,OO,N874AS,6191,11292,DEN,10561,BFL,1115,1105,0,1249,1240,0,154,845
21,2,OO,N903SW,6192,11292,DEN,14689,SBA,1312,1312,0,1453,1445,0,161,916
21,2,OO,N903SW,6192,14689,SBA,11292,DEN,1535,1519,0,1858,1848,0,143,916
21,2,OO,N973SW,6193,11057,CLT,13930,ORD,1231,1239,8,1338,1340,2,127,599
21,2,OO,N973SW,6193,13930,ORD,11057,CLT,909,916,7,1201,1202,1,112,599
21,2,OO,N758SK,6196,13891,ONT,12266,IAH,555,,,1058,,,183,1334
21,2,OO,N792SK,6197,10800,BUR,14771,SFO,1032,1056,24,1150,1159,9,78,326
21,2,OO,N792SK,6197,14771,SFO,10800,BUR,845,931,46,957,1036,39,72,326
21,2,OO,N927SW,6198,11292,DEN,13851,OKC,953,952,0,1226,1239,13,93,495
21,2,OO,N716SK,5611,12892,LAX,14679,SAN,2254,2248,0,2347,2331,0,53,109
21,2,OO,N748SK,5612,14869,SLC,14771,SFO,600,640,40,714,819,65,134,599
21,2,US,N716UW,760,13204,MCO,11278,DCA,715,710,0,921,901,0,126,759
21,2,US,,761,14100,PHL,11057,CLT,1530,,,1714,,,104,449
21,2,US,N746UW,765,11057,CLT,15016,STL,1840,1829,0,1944,1932,0,124,575
21,2,US,,765,12953,LGA,11057,CLT,1542,,,1750,,,128,544
21,2,US,N554UW,766,12892,LAX,14100,PHL,1420,1414,0,2213,2216,3,293,2402
21,2,US,,768,15304,TPA,14100,PHL,1420,,,1649,,,149,920
21,2,US,,769,14100,PHL,15304,TPA,1547,,,1830,,,163,920
21,2,US,N287AY,770,14100,PHL,14843,SJU,745,736,0,1229,1229,0,224,1576
21,2,US,N287AY,770,14843,SJU,14100,PHL,1330,1329,0,1631,,,241,1576
21,2,US,N248AY,771,14100,PHL,14843,SJU,943,937,0,1432,1500,28,229,1576
21,2,US,N936UW,775,14843,SJU,14100,PHL,940,934,0,1235,1215,0,235,1576
21,2,US,,776,14122,PIT,14100,PHL,1800,,,1912,,,72,268
21,2,US,N963UW,777,14100,PHL,14122,PIT,1600,1557,0,1719,1741,22,79,268
21,2,US,,778,11057,CLT,14100,PHL,1440,,,1617,,,97,449
21,2,WN,N909WN,301,10599,BHM,11259,DAL,725,724,0,920,914,0,115,587
21,2,WN,N638SW,433,10599,BHM,11259,DAL,1825,1824,0,2025,2010,0,120,587
21,2,WN,N7714B,4195,10599,BHM,11259,DAL,1300,1308,8,1455,1456,1,115,587
21,2,WN,N949WN,782,10599,BHM,12191,HOU,635,634,0,835,825,0,120,570
21,2,WN,N289CT,3479,10599,BHM,12191,HOU,1335,1331,0,1535,1518,0,120,570
21,2,WN,N284WN,2324,10599,BHM,12889,LAS,1215,1305,50,1430,1505,35,255,1618
21,2,WN,N478WN,205,10599,BHM,13204,MCO,1605,1608,3,1835,1830,0,90,479
21,2,WN,N355SW,3385,10599,BHM,13204,MCO,655,650,0,925,907,0,90,479
22,3,AA,N493AA,1279,11298,DFW,13871,OMA,840,831,0,1025,1015,0,105,583
22,3,AA,N493AA,1279,13871,OMA,11298,DFW,1105,1057,0,1310,1242,0,125,583
22,3,AA,N371AA,1280,13303,MIA,12478,JFK,700,929,149,950,1220,150,170,1089
22,3,AA,N3HRAA,1281,10721,BOS,11298,DFW,1530,1534,4,1855,1854,0,265,1562
22,3,AA,N3HRAA,1281,11298,DFW,10721,BOS,1020,1019,0,1445,1441,0,205,1562
22,3,AA,N3GBAA,1282,14771,SFO,13930,ORD,925,928,3,1535,1539,4,250,1846
22,3,AA,N3BHAA,1283,10693,BNA,13303,MIA,605,559,0,925,918,0,140,806
22,3,AA,N488AA,1284,11298,DFW,13495,MSY,810,803,0,930,913,0,80,447
22,3,AA,N488AA,1284,13495,MSY,11298,DFW,1010,1005,0,1150,1133,0,100,447
22,3,AA,N4XRAA,1285,11298,DFW,14262,PSP,940,1006,26,1050,1109,19,190,1126
22,3,AA,N4XRAA,1285,14262,PSP,11298,DFW,1130,1145,15,1620,1618,0,170,1126
22,3,AA,N505AA,1286,11298,DFW,13871,OMA,1240,1237,0,1425,1425,0,105,583
22,3,AA,N505AA,1286,13871,OMA,11298,DFW,1505,1455,0,1705,1654,0,120,583
22,3,B6,N190JB,2054,14843,SJU,11697,FLL,1930,1926,0,2118,2115,0,168,1046
22,3,B6,N192JB,282,12191,HOU,12478,JFK,1212,1213,1,1630,1626,0,198,1428
22,3,B6,N192JB,1119,12478,JFK,11057,CLT,1718,1716,0,1919,1930,11,121,541
22,3,B6,N192JB,1118,11057,CLT,12478,JFK,1955,2006,11,2138,2145,7,103,541
22,3,B6,N197JB,1133,13204,MCO,14843,SJU,1125,1121,0,1509,1454,0,164,1189
22,3,B6,N197JB,340,14843,SJU,15027,STX,1545,1535,0,1626,1614,0,41,94
22,3,B6,N197JB,341,15027,STX,14843,SJU,1702,1651,0,1746,1730,0,44,94
22,3,B6,N198JB,185,14576,ROC,12478,JFK,600,,,727,,,87,264
22,3,B6,N198JB,2602,12478,JFK,10792,BUF,1031,,,1151,,,80,301
22,3,B6,N198JB,1012,13930,ORD,10721,BOS,625,847,142,932,1205,153,127,867
22,3,B6,N198JB,889,10721,BOS,11278,DCA,1605,1717,72,1745,1859,74,100,399
22,3,B6,N198JB,890,11278,DCA,10721,BOS,1821,1931,70,1950,2122,92,89,399
22,3,B6,N203JB,553,12478,JFK,14027,PBI,1306,,,1602,,,176,1028
22,3,B6,N203JB,315,15096,SYR,12478,JFK,1123,1117,0,1230,1232,2,67,209
21,2,US,,1928,14100,PHL,14307,PVD,2050,,,2155,,,65,237
21,2,US,N705UW,1929,11278,DCA,15304,TPA,844,841,0,1119,1110,0,155,814
21,2,US,N705UW,1929,15304,TPA,11278,DCA,1154,1152,0,1359,1350,0,125,814
21,2,US,N764US,1931,11057,CLT,10693,BNA,955,947,0,1028,1015,0,93,328
21,2,US,N764US,1931,13931,ORF,11057,CLT,710,707,0,839,856,17,89,290
