medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
230F7F844B4C9D648D4912AD4661D518,B66B5088B889DA5282798D8307A0D4C4,CMT,1,N,10/13/2013 6:16,10/13/2013 6:36,2,1164,10.6,-73.959122,40.763699,-73.846397,40.856655
62F7D66C304390A9385895ED1B577B58,6109C778AEE701364F2B43A7538B17A0,CMT,1,N,10/8/2013 4:14,10/8/2013 4:15,1,113,0.8,-73.989342,40.758106,-73.990105,40.767048
4A5EB7776D172F5F85B6F344C806DA90,6BAEC1AD65956AFB5EA52D20F3DC6C4A,CMT,1,N,10/9/2013 8:12,10/9/2013 8:14,1,108,0.6,-73.985161,40.752033,-73.993896,40.74638
5A9D2D282294D7BFF145459E95A654C3,9E6DDE938E8FC7D6D53F575D8959D7C5,CMT,1,N,10/13/2013 12:11,10/13/2013 12:19,1,484,1.4,-73.999298,40.73381,-73.97776,40.726841
43C09662C25340EAD83452D591E08FB5,36672DB6AA89FF2C7A2A532B12E6C943,CMT,1,N,10/13/2013 16:57,10/13/2013 17:17,1,1211,2.2,-73.958511,40.710354,-73.997925,40.719769
3B15391D168AA273853C7B26EC54BCEA,B1B21A359D4C306965A885E9EF9D139A,CMT,1,N,10/9/2013 7:12,10/9/2013 7:16,1,228,0.6,-73.975853,40.754501,-73.982346,40.759884
851150F6C33767D8CC8B698B8C1FB26A,11CFD6221F5E16ACC081C96CEFC6718F,CMT,1,N,10/13/2013 14:18,10/13/2013 14:33,1,900,3.3,-73.963943,40.808189,-73.979774,40.765244
F4A10A33CA188C29F00F11EDDBF8975A,E2140A2D6A06045E1F2AE4329B231080,CMT,1,N,10/7/2013 20:45,10/7/2013 20:56,1,680,2.1,-73.967804,40.762733,-73.988518,40.778507
1BEBB9DA42B5CFBC6DEFB78377D896A3,74448881762D8D1FF62D2B94B672894A,CMT,1,N,10/10/2013 15:47,10/10/2013 16:01,1,847,3.5,-73.995125,40.76004,-74.010612,40.719368
7B7618373861A6AF2C98F03FB06939BB,E0D3DE6FAE9C8F183BCE2167617125E3,CMT,1,N,10/13/2013 0:33,10/13/2013 0:45,1,680,3.2,-73.978416,40.762169,-73.957573,40.801315
F4A10A33CA188C29F00F11EDDBF8975A,C438FEFEAB293F4A8AA1B6F235539F1B,CMT,1,N,10/10/2013 15:22,10/10/2013 15:40,1,1085,1.2,-73.999779,40.743484,-73.987236,40.757587
FB0E9C6498122E383A2D4E2D13A5D3FF,8A717131CE5BA9080F9A28409D76C052,CMT,1,N,10/10/2013 14:12,10/10/2013 14:24,1,698,0.7,-73.96904,40.753822,-73.980835,40.758308
FB0E9C6498122E383A2D4E2D13A5D3FF,8A717131CE5BA9080F9A28409D76C052,CMT,1,N,10/10/2013 15:14,10/10/2013 15:24,1,594,1.1,-73.970634,40.758923,-73.975578,40.745575
F59ECD382E6ED66E06FCFBE2CDA963BA,999EF74AD0D586162D7BA7ED66BB8944,CMT,1,N,10/10/2013 14:21,10/10/2013 14:26,1,254,0.9,-73.962692,40.766563,-73.955147,40.777367
F59ECD382E6ED66E06FCFBE2CDA963BA,999EF74AD0D586162D7BA7ED66BB8944,CMT,1,N,10/10/2013 11:37,10/10/2013 12:02,1,1511,2.6,-74.009209,40.713497,-73.98912,40.748066
55248C7ACBE4B777F11CC1FF86732B5F,49E3DD5B69BAB47BB1BB1B864DD64222,CMT,1,N,10/10/2013 23:05,10/10/2013 23:10,1,326,1,-73.989014,40.721638,-74.002075,40.729855
DD69783CF7F27E3285EFDFE851617455,0D9036341D7ECE488270365A02F17302,CMT,1,N,10/7/2013 1:09,10/7/2013 1:16,1,425,2.2,-73.975433,40.75246,-73.99057,40.724808
54C676B0DE58AF5C765D1BB8226295A6,7CE63F5A4FC3BB4386420DA9523F4920,CMT,1,N,10/9/2013 9:59,10/9/2013 10:20,1,1264,1,-73.979935,40.743607,-73.991096,40.752144
ABD3AF9079A360DE49D83786D591BFC2,11855FCE3EF233857690B9AFCAD7193F,CMT,1,N,10/13/2013 10:38,10/13/2013 10:44,1,367,1,-73.961807,40.768509,-73.973198,40.764091
9BD05932D8AFDD452B61362FEEA9A4A0,6B13504B617AF8D7BB44C6753F72B55F,CMT,1,N,10/11/2013 21:06,10/11/2013 21:14,1,444,1,-74.00206,40.715485,-74.000343,40.727261
9BD05932D8AFDD452B61362FEEA9A4A0,6B13504B617AF8D7BB44C6753F72B55F,CMT,1,N,10/11/2013 21:38,10/11/2013 21:55,1,1036,2.3,-73.987503,40.718483,-73.996445,40.742813
CB9A83EF90E1839AE1D82EF2B584A65A,AA91D1AD9339E9238072D291238FA413,CMT,1,N,10/12/2013 14:15,10/12/2013 14:17,1,144,0.4,-73.972939,40.793301,-73.9786,40.790188
CAAA8821AA189734AC6A4E23E00395C0,D62003E3F580B8413625B73868BEFD54,CMT,1,N,10/13/2013 2:53,10/13/2013 2:59,2,385,1.5,-73.990784,40.760742,-73.973892,40.748817
CAAA8821AA189734AC6A4E23E00395C0,D62003E3F580B8413625B73868BEFD54,CMT,1,N,10/13/2013 2:32,10/13/2013 2:38,1,350,1.6,-73.950211,40.784023,-73.970268,40.788834
AF2F53FA7BB1F6BD63D5275CEED086BB,5500334F780132AC7D883F01F869212E,CMT,1,N,10/10/2013 18:51,10/10/2013 19:00,1,540,1.5,-73.98558,40.778355,-73.981361,40.763542
34E35AAE6E2632681D94D75376F4B77A,F8CB688B2E04C64081A2EEA3C628DE1E,CMT,1,N,10/12/2013 22:18,10/12/2013 22:26,1,488,2.1,-73.981102,40.725098,-73.976364,40.749134
A5BABC9F86C9A45EAA0B3D1A91704D25,02C9A203526E33DB0FEBD4BD28AE67D7,CMT,1,N,10/11/2013 1:03,10/11/2013 1:15,1,753,2.7,-74.009521,40.74691,-73.975243,40.745609
A5BABC9F86C9A45EAA0B3D1A91704D25,02C9A203526E33DB0FEBD4BD28AE67D7,CMT,1,N,10/10/2013 19:16,10/10/2013 19:41,1,1536,4,-73.990952,40.686043,-73.991264,40.687069
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,N,10/11/2013 8:24,10/11/2013 8:36,1,738,1.7,-73.98848,40.776634,-73.979088,40.761578
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,N,10/11/2013 13:32,10/11/2013 13:48,1,981,2.5,-73.978241,40.756763,-73.997658,40.725677
536881E87889F96340FE2785A72B64E8,1157D485C6EC4E6D057D32D2F0A79DB2,CMT,1,N,10/12/2013 23:38,10/12/2013 23:54,4,928,10,-73.874596,40.774097,-73.991661,40.701256
536881E87889F96340FE2785A72B64E8,1157D485C6EC4E6D057D32D2F0A79DB2,CMT,1,N,10/13/2013 0:52,10/13/2013 1:03,1,621,1.9,-73.987259,40.733128,-74.001968,40.750763
D9CA7725638427DA04DB5BF175576E78,F8537B09BA269DD48466B02BED838B2F,CMT,1,N,10/13/2013 1:36,10/13/2013 1:46,2,643,2.3,-73.986786,40.726746,-73.990227,40.749443
AE5823D849CD24ED19AC5F77B55D4122,B6FFB8CB3FC96D5A259B36D103131D7D,CMT,1,N,10/13/2013 11:20,10/13/2013 11:24,1,196,0.6,-73.969681,40.799603,-73.973976,40.791931
4E3FCCEDD9149C3AE6073326DECFD5F0,FBC2301644AD109325BBF164C4B26B1D,CMT,1,N,10/11/2013 10:54,10/11/2013 11:01,1,419,1,-73.964806,40.771717,-73.956047,40.784695
4E3FCCEDD9149C3AE6073326DECFD5F0,FBC2301644AD109325BBF164C4B26B1D,CMT,1,N,10/11/2013 12:09,10/11/2013 12:18,1,507,0.4,-73.982536,40.752602,-73.98452,40.753426
B398688FDA8011E48375C81B5DCEF860,047941E54535BF7FE2A35653EF83CC6E,CMT,1,N,10/11/2013 13:26,10/11/2013 14:01,2,2058,5.1,-73.993622,40.750961,-73.988907,40.693542
EB144233FF7EBBE21DF2CB492B655B71,0C2801ABE2116D315073AEA6DB334061,CMT,1,N,10/13/2013 1:57,10/13/2013 2:08,1,634,3,-73.988876,40.717327,-73.969963,40.693966
9AB21898A54BDBC960DF5BC1288D5D71,C143F271BA1F39952787FFCAAE4CB0E5,CMT,1,N,10/9/2013 18:36,10/9/2013 18:44,1,514,1,-73.991089,40.739384,-73.992188,40.749367
1ABD0BB8B7278A49B4F6502B59E1CEFB,F98356BF461EFB39C15CE69E7342A9D3,CMT,1,N,10/10/2013 9:35,10/10/2013 9:52,1,976,2.6,-73.988335,40.769379,-73.964363,40.776115
1ABD0BB8B7278A49B4F6502B59E1CEFB,F98356BF461EFB39C15CE69E7342A9D3,CMT,1,N,10/10/2013 13:21,10/10/2013 13:29,1,500,0.9,-73.963478,40.764942,-73.959579,40.773411
3435860DF1B836E801B66C908028B6C0,D02F7FF7B06D7D46E5070E9317FE41DA,CMT,1,N,10/9/2013 2:55,10/9/2013 3:21,1,1565,8,-73.971687,40.759727,-73.998062,40.660568
7B43AC69F1F2BB56E535C994E2B31A31,F6A53996E0399F847D8AEDD41DBD5902,CMT,1,N,10/12/2013 17:20,10/12/2013 17:41,1,1249,3.6,-73.792534,40.822464,-73.971771,40.797909
83FC66577CFC84257868451AEAED18F0,6A9AD6E8156FA46D4DE76658055B87F8,CMT,1,N,10/9/2013 12:02,10/9/2013 12:20,1,1088,1.7,-73.988823,40.745354,-73.974136,40.763302
0E315925B129AADF0640C144F2E12676,EB3855D3D4C2B95A3B84871F6089D5CE,CMT,2,N,10/13/2013 14:15,10/13/2013 14:16,1,45,0.6,-73.799049,40.645111,-73.787415,40.64616
B49D04F4E889632F48E87A56431F2E8B,5093BE45EA9719DD0E15F4B4ACD31511,CMT,1,N,10/12/2013 20:53,10/12/2013 21:05,3,690,2.3,-73.988701,40.775009,-73.988083,40.750175
CBC20164C22B96CAF5BC86C49F749DBB,12717C56ADA0CAA11818FDA34254DAE6,CMT,1,N,10/13/2013 21:48,10/13/2013 21:54,1,399,2.6,-74.002876,40.744633,-73.98082,40.764442
CBC20164C22B96CAF5BC86C49F749DBB,12717C56ADA0CAA11818FDA34254DAE6,CMT,1,N,10/13/2013 20:58,10/13/2013 21:12,1,802,2.9,-74.005363,40.71843,-73.981087,40.750347
2C6CA43E0FAAC32375DDA0BDDC948A91,1C3AE39A8490077231E11E9B8874495D,CMT,1,N,10/13/2013 0:52,10/13/2013 1:00,1,498,1.1,-73.999474,40.738636,-73.982986,40.732475
0AE02CB7E66174694EBB3C2ADD5EDCFA,D1368D66C26C2C79BB732350670A7997,CMT,1,N,10/13/2013 19:02,10/13/2013 19:09,1,438,1.3,-73.994339,40.728165,-73.991318,40.736557
3A01EBD8ED437E778FF00E0D8E199433,D7C8D417D823BDDCAC27BE01528ACECB,CMT,1,N,10/10/2013 19:49,10/10/2013 19:57,1,491,2.2,-74.008774,40.738983,-73.999794,40.761467
0EA551FEBC251EBCC758D0F5AF2BCD51,6952F8B2B4A87C7B40EB8A4EFE2F7DE1,CMT,1,N,10/10/2013 19:58,10/10/2013 20:11,1,832,2.1,-73.985222,40.768513,-74.005112,40.741386
CB9A83EF90E1839AE1D82EF2B584A65A,AA91D1AD9339E9238072D291238FA413,CMT,1,N,10/12/2013 15:23,10/12/2013 15:35,1,676,1.2,-73.982742,40.722641,-74.002182,40.723034
580ECB971AF96627B0599CD5625AFA70,D8AC94A46B5070BB02545210B962828A,CMT,1,N,10/12/2013 0:25,10/12/2013 0:42,2,990,6.6,-73.972061,40.794666,-74.007103,40.732937
580ECB971AF96627B0599CD5625AFA70,D8AC94A46B5070BB02545210B962828A,CMT,1,N,10/11/2013 22:22,10/11/2013 22:29,1,384,1.1,-73.943474,40.708683,-73.933945,40.697239
06EAD4C8D98202F1E2D7057F2899CFE5,6EE7BDC9FC2B9616FAC2BE9A078F3479,CMT,1,N,10/13/2013 22:24,10/13/2013 22:31,1,410,1.3,-73.988632,40.748611,-73.993813,40.761372
AF2F53FA7BB1F6BD63D5275CEED086BB,5500334F780132AC7D883F01F869212E,CMT,1,N,10/10/2013 22:33,10/10/2013 22:44,1,701,3.2,-73.986435,40.740047,-73.953537,40.771103
06EAD4C8D98202F1E2D7057F2899CFE5,6EE7BDC9FC2B9616FAC2BE9A078F3479,CMT,1,N,10/13/2013 22:48,10/13/2013 23:01,1,814,4.1,-74.016235,40.709953,-73.986069,40.747017
E341F129B04FA78EBD58D7E5FC54B1E8,1521ED338563EB4849926D796BC29466,CMT,1,N,10/11/2013 8:48,10/11/2013 8:58,1,597,0.9,-73.95948,40.76664,-73.968834,40.757381
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,Y,10/11/2013 10:01,10/11/2013 10:24,1,1357,2,-73.992867,40.761913,-73.984009,40.743259
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,N,10/11/2013 21:43,10/11/2013 21:54,1,707,1.2,-74.005547,40.741119,-74.000183,40.731361
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,N,10/11/2013 18:13,10/11/2013 18:27,1,890,2.5,-73.970642,40.764427,-73.978302,40.736786
352D5401B4F71DF5449F6989C307900A,1F4097E795993AAE3FD4E9D1B711F293,CMT,1,N,10/10/2013 12:02,10/10/2013 12:37,1,2112,14.3,-73.865036,40.771187,-74.002609,40.728786
0DA4DCB0E5C0987E4F27F4DFF345AABB,717252A59A9FA561A774120648F9AC61,CMT,1,N,10/12/2013 22:49,10/12/2013 23:02,1,760,1.3,-73.988167,40.720249,-73.993599,40.733185
DA50ACE6CF4E592237A111542B4C1CD9,237E3B2A2FB249A96E07622509F75BFF,CMT,1,N,10/12/2013 14:33,10/12/2013 14:39,1,369,0.8,-74.007736,40.75177,-73.994888,40.745705
E9C5CB4D1112314DD511E77825A5CD1B,05A679BA487840CC3B515C09CE051CD9,CMT,1,N,10/10/2013 11:32,10/10/2013 11:52,1,1225,1.6,-73.978317,40.749268,-73.999672,40.757355
183A2E18C00364428D578BBFE2FA03F5,A395CB27D2611CCFA493BB3BC8EBAD41,CMT,1,N,10/12/2013 20:51,10/12/2013 21:02,1,650,2.7,-73.960632,40.765793,-73.973495,40.738144
5540EDF731F24EAF0A762A2AC3309482,4D444E60AC2820FB4158F091E8E0F7A1,CMT,1,N,10/7/2013 11:38,10/7/2013 11:54,3,926,2.3,-73.954666,40.789227,-73.958115,40.769531
87A708B149C9532773D235E5A4772451,833BC5FF7C4130B9573214A89E107CD8,CMT,1,N,10/9/2013 7:03,10/9/2013 7:09,1,405,1,-73.966217,40.762028,-73.952805,40.766499
87A708B149C9532773D235E5A4772451,833BC5FF7C4130B9573214A89E107CD8,CMT,1,N,10/9/2013 8:36,10/9/2013 8:52,1,949,1.5,-73.99575,40.759506,-73.974007,40.758545
356DDB589D2E6417F49247056557EB0E,64308FF41CA55F4B92880609FF5AB896,CMT,1,N,10/7/2013 12:52,10/7/2013 13:15,1,1376,5.3,-73.988884,40.776814,-74.015831,40.708008
FB45FC3E66F081B0DBEB4ED3455381E3,B3FDCB59B5BBD659C8659272630B8AB6,CMT,1,N,10/13/2013 16:11,10/13/2013 16:22,1,616,1.5,-74.00248,40.733829,-73.988487,40.748623
771F7C6B111D826443011F507FF07AF9,248AFC22CCE844E73D69912D9B82EF5D,CMT,1,N,10/13/2013 14:06,10/13/2013 14:14,1,485,1.9,-73.989456,40.76799,-73.997696,40.751415
771F7C6B111D826443011F507FF07AF9,248AFC22CCE844E73D69912D9B82EF5D,CMT,1,N,10/13/2013 16:12,10/13/2013 16:33,1,1268,14.7,-74.005737,40.706379,-73.872711,40.774433
03F679CA22ADDFA4860EB8840780F6AE,7484286F9E9B93B0875E5A662A46D589,CMT,1,N,10/13/2013 12:47,10/13/2013 13:00,1,755,2.4,-73.97728,40.774288,-73.952934,40.799198
03F679CA22ADDFA4860EB8840780F6AE,7484286F9E9B93B0875E5A662A46D589,CMT,1,N,10/13/2013 13:48,10/13/2013 13:50,1,157,0.7,-73.982857,40.766396,-73.992752,40.766987
BCAA9426D17BC7C96B204F9C75CC99C9,3588B0CDA69963062935250B3D43E9D4,CMT,1,N,10/9/2013 8:55,10/9/2013 9:02,1,436,0.5,-73.972855,40.755966,-73.977638,40.749367
3519845B181E2C0C603FF23A320A1718,DF46CE34589E2AA3251F4F55DC80C71A,CMT,1,N,10/9/2013 9:36,10/9/2013 9:44,1,455,1.6,-73.973,40.761215,-73.982132,40.778088
3519845B181E2C0C603FF23A320A1718,DF46CE34589E2AA3251F4F55DC80C71A,CMT,1,N,10/9/2013 15:22,10/9/2013 15:41,1,1149,1.5,-73.957069,40.780273,-73.968163,40.794079
3519845B181E2C0C603FF23A320A1718,DF46CE34589E2AA3251F4F55DC80C71A,CMT,1,N,10/9/2013 15:59,10/9/2013 16:12,1,775,1.4,-73.97197,40.786358,-73.95108,40.777786
3519845B181E2C0C603FF23A320A1718,DF46CE34589E2AA3251F4F55DC80C71A,CMT,1,N,10/9/2013 14:35,10/9/2013 14:37,1,99,0.3,-73.974869,40.787624,-73.971107,40.784267
62D900B117D59380F11CC613C9189DBA,7950C8C7F9C1044B249413EF3FCADF8C,CMT,1,N,10/9/2013 7:40,10/9/2013 7:50,1,616,1.8,-73.970383,40.762375,-73.956329,40.784153
E5E0C3B068AE9ABBEB80B81AB6EC8C1B,3384214B8F0D79DEB8F9619A3163499C,CMT,1,N,10/13/2013 19:52,10/13/2013 20:06,1,813,2.5,-73.976997,40.764503,-74.00248,40.746971
6B3D1A9F93C3769EF8F8446DE7CCB9F4,93C4C9A0DF50E2CF7904B9E565883EFD,CMT,1,N,10/11/2013 12:27,10/11/2013 12:45,1,1100,0.9,-74.003334,40.752979,-73.988609,40.751953
3A01EBD8ED437E778FF00E0D8E199433,D7C8D417D823BDDCAC27BE01528ACECB,CMT,1,N,10/10/2013 19:22,10/10/2013 19:34,1,722,2.1,-73.997658,40.724346,-74.006035,40.745075
AF2F53FA7BB1F6BD63D5275CEED086BB,5500334F780132AC7D883F01F869212E,CMT,1,Y,10/11/2013 0:18,10/11/2013 0:27,1,558,3.4,-73.975723,40.752052,-73.949112,40.784412
AF2F53FA7BB1F6BD63D5275CEED086BB,5500334F780132AC7D883F01F869212E,CMT,1,N,10/10/2013 21:50,10/10/2013 22:04,1,799,2.8,-73.988419,40.743523,-74.007118,40.711689
AF2F53FA7BB1F6BD63D5275CEED086BB,5500334F780132AC7D883F01F869212E,CMT,1,N,10/10/2013 20:49,10/10/2013 20:54,1,338,1.4,-73.989594,40.774525,-73.974907,40.788036
DCCCCA12940B129ED5213513A34ABEC6,B360CE7213978C205937BF5236C841CA,CMT,1,N,10/9/2013 13:58,10/9/2013 14:33,2,2109,2.2,-73.970238,40.764065,-73.99408,40.752533
3519845B181E2C0C603FF23A320A1718,DF46CE34589E2AA3251F4F55DC80C71A,CMT,1,N,10/9/2013 7:38,10/9/2013 7:54,1,971,2.4,-73.976616,40.780537,-73.977943,40.753635
0509E1F73EE41E40373D460E8CD13D8E,6DAC910F4ADDA8424ADACF55F5E7A85D,CMT,1,N,10/8/2013 23:48,10/9/2013 0:06,1,1097,6.5,-74.010307,40.71199,-73.952362,40.73333
B976C2299905CE417E1B19AD6C903DD6,E3F771F4D3D392B59DD15835DAB010ED,CMT,1,N,10/13/2013 23:41,10/13/2013 23:48,3,430,2.2,-73.985382,40.731884,-73.985382,40.731884
930A4A40C9BC9ED01468B55457CE445D,FAF33260258FAB2465EC654C6593C215,CMT,1,N,10/12/2013 14:46,10/12/2013 14:49,1,227,0.6,-73.994476,40.724888,-74.004417,40.728512
AC7A85219867AB060609BA214C124969,EBB1EF221B5CE8E5B4B5D8B54122C92A,CMT,1,N,10/13/2013 20:13,10/13/2013 20:22,2,565,1.7,-73.981743,40.740852,-74.002548,40.733799
34CE2E3B6B1E89A382ADC6232EEADF54,74DF089037AE35498FC0F8FD46CDD013,CMT,1,N,10/10/2013 10:01,10/10/2013 10:26,1,1536,3.8,-73.961647,40.798725,-73.974945,40.754745
3FCB31A38B7A371646C983C2D6650730,7F444F004043DDB6E56D5E0A12BA8936,CMT,1,N,10/9/2013 9:59,10/9/2013 10:09,1,628,1.4,-73.985863,40.752335,-73.969986,40.762352
13A57EE874E2560DF1F9D6C639BB7DAB,5FE3733438871FE98C05D259E8693750,CMT,1,N,10/12/2013 15:36,10/12/2013 16:03,2,1631,2.4,-73.970749,40.764385,-73.998177,40.765133
0AE02CB7E66174694EBB3C2ADD5EDCFA,D1368D66C26C2C79BB732350670A7997,CMT,1,N,10/13/2013 16:54,10/13/2013 17:01,1,418,2.3,-73.955414,40.768784,-73.975433,40.752148
200BE304DD921144C91F1DC079802B1D,C7E17484F9FE76FA9F40E23D3683367D,CMT,1,N,10/11/2013 7:16,10/11/2013 7:48,2,1882,9.3,-73.86367,40.769691,-73.948853,40.828922
0AE02CB7E66174694EBB3C2ADD5EDCFA,D1368D66C26C2C79BB732350670A7997,CMT,1,N,10/13/2013 18:26,10/13/2013 19:00,2,2008,10.1,-73.862793,40.769123,-73.992447,40.730568
9BD05932D8AFDD452B61362FEEA9A4A0,6B13504B617AF8D7BB44C6753F72B55F,CMT,1,N,10/11/2013 22:10,10/11/2013 22:29,1,1123,4.3,-74.006538,40.733749,-73.996918,40.68029
D9798B9418860093A40370B5146DE691,5E1BA0DF7E77362BFE4DDD57470B766F,CMT,2,N,10/11/2013 15:56,10/11/2013 16:54,2,3461,18.3,-73.995842,40.715729,-73.78978,40.646931
A3A8DD6B804B1AD9BC2DD62E08B4646D,2B7B05BF93A7AFBAE66B58C5D915DF03,CMT,1,N,10/8/2013 21:29,10/8/2013 21:34,1,300,0.9,-74.001465,40.730946,-73.988914,40.730789
580ECB971AF96627B0599CD5625AFA70,D8AC94A46B5070BB02545210B962828A,CMT,1,N,10/11/2013 22:50,10/11/2013 23:30,2,2417,12.5,-73.958939,40.716785,-73.950569,40.827354
A5BABC9F86C9A45EAA0B3D1A91704D25,02C9A203526E33DB0FEBD4BD28AE67D7,CMT,1,N,10/10/2013 21:34,10/10/2013 21:40,1,321,1.2,-73.953835,40.775253,-73.954765,40.78574
06EAD4C8D98202F1E2D7057F2899CFE5,6EE7BDC9FC2B9616FAC2BE9A078F3479,CMT,1,N,10/13/2013 22:36,10/13/2013 22:47,1,611,3.6,-73.994888,40.755344,-74.015274,40.709877
E341F129B04FA78EBD58D7E5FC54B1E8,1521ED338563EB4849926D796BC29466,CMT,1,N,10/11/2013 8:20,10/11/2013 8:26,1,387,0.7,-73.957932,40.781925,-73.955437,40.776852
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,N,10/11/2013 23:03,10/11/2013 23:14,1,655,1.7,-73.978722,40.723953,-73.980339,40.742619
7B42640E2575D1C97848B1D1CCFA7307,74809FB2CFCFCE1D5A0FE52AAFD84F46,CMT,1,N,10/13/2013 4:33,10/13/2013 4:53,1,1195,6.3,-73.984383,40.725201,-73.977997,40.673931
B3AD8F7072C2792619DD11227FFB73B6,5C050276467FCF06C6C485FAAB457305,CMT,1,N,10/11/2013 16:57,10/11/2013 17:04,1,462,0.6,-73.961601,40.770874,-73.961876,40.76469
D9CA7725638427DA04DB5BF175576E78,F8537B09BA269DD48466B02BED838B2F,CMT,1,N,10/13/2013 1:00,10/13/2013 1:12,1,756,3.2,-73.955742,40.772388,-73.985451,40.731766
93802B2D5A792266C38378CB7AD9FB11,6BEFDF0175053E1CD632FC3393C090C9,CMT,1,Y,10/9/2013 17:41,10/9/2013 17:48,1,430,1.6,-73.965775,40.79023,-73.967232,40.806606
0B8DF2DC5F1DB2C1906E80A4AD0CB244,520BBF8F09B2F9F10AD92D0AB9F567D3,CMT,1,N,10/10/2013 19:16,10/10/2013 19:36,1,1169,3.2,-73.957535,40.770126,-73.991554,40.738678
29D2001C1F60332D69122FE1113BBA86,15E3B800375A8DF0EA8E98EDEC024024,CMT,1,N,10/12/2013 22:19,10/12/2013 22:31,1,686,1.5,-73.996407,40.743557,-73.991432,40.72744
868D693871902CA3F7D5DBEE353ADA71,4AE2923DFD86210695350370756E14C3,CMT,1,N,10/8/2013 16:52,10/8/2013 17:01,1,537,2.1,-73.979538,40.771248,-73.954544,40.778919
A9BD3AE9E01FFD461AC564599728921A,442BE00622E3772A83910A8D93CCA2E6,CMT,1,N,10/13/2013 20:09,10/13/2013 20:20,1,622,1.8,-73.998032,40.736092,-73.975021,40.741772
183A2E18C00364428D578BBFE2FA03F5,A395CB27D2611CCFA493BB3BC8EBAD41,CMT,1,N,10/12/2013 22:26,10/12/2013 22:36,2,604,2.2,-74.016808,40.708488,-74.002472,40.729019
01C3BF069A4CB23CEE0389534DB94E89,65A7C84B428B0CCC2B71630FD333AC8D,CMT,1,N,10/8/2013 17:47,10/8/2013 18:24,1,2202,7.2,-73.955849,40.784969,-74.013985,40.716373
1573B667872D77E8130DB3A06A6975A7,30D8804C7CC2FD096389A05C3D29CB26,CMT,2,N,10/13/2013 22:34,10/13/2013 23:10,1,2179,18.5,-73.776619,40.645153,-73.985893,40.761993
FE637677F22C46050FCEC4E93E8ABACF,0BA16677D13B1B4EF68FFDEE483D18DC,CMT,1,N,10/7/2013 2:22,10/7/2013 2:31,1,560,3.5,-74.002853,40.730507,-73.965157,40.760647
FFA00BDFE6BC7DD95D36D20154B06A53,20B45D786B2A55D8E13DD0E949B0997E,CMT,1,N,10/7/2013 21:34,10/7/2013 21:42,1,431,1.1,-73.986397,40.739906,-73.981476,40.729156
DCCCCA12940B129ED5213513A34ABEC6,B360CE7213978C205937BF5236C841CA,CMT,1,N,10/9/2013 8:22,10/9/2013 8:44,1,1298,3,-74.006142,40.717121,-73.982964,40.756561
DCCCCA12940B129ED5213513A34ABEC6,B360CE7213978C205937BF5236C841CA,CMT,1,N,10/9/2013 13:21,10/9/2013 13:28,1,417,1.3,-73.976021,40.788029,-73.95652,40.779205
558449972FE9624453BA659DA5A5A257,4AA31F240197F39862FFD31AFB4C55C9,CMT,1,N,10/12/2013 20:19,10/12/2013 20:24,1,248,0.7,-73.987022,40.733299,-73.979698,40.743366
0739918F155E4B3A6F8A86D088A03894,0D323E2D64D564E01965AC6780549C75,CMT,1,N,10/9/2013 12:39,10/9/2013 13:15,1,2168,3,-73.976906,40.790173,-73.979286,40.757053
DCCCCA12940B129ED5213513A34ABEC6,B360CE7213978C205937BF5236C841CA,CMT,1,N,10/9/2013 7:16,10/9/2013 7:26,1,645,3,-73.950165,40.780151,-73.979782,40.746136
03F679CA22ADDFA4860EB8840780F6AE,7484286F9E9B93B0875E5A662A46D589,CMT,1,N,10/13/2013 14:46,10/13/2013 14:54,1,481,1.4,-74.007919,40.726002,-73.993996,40.734535
AF7386DF75DCB4EFFF15740F3F5A5722,25AC95644217526DEA8DFB4D5CF873AA,CMT,1,N,10/9/2013 0:48,10/9/2013 0:54,1,367,1.6,-74.004036,40.722218,-73.99855,40.742043
0509E1F73EE41E40373D460E8CD13D8E,6DAC910F4ADDA8424ADACF55F5E7A85D,CMT,1,N,10/8/2013 17:37,10/8/2013 17:47,1,602,1.6,-74.006989,40.74258,-73.993637,40.730392
B976C2299905CE417E1B19AD6C903DD6,E3F771F4D3D392B59DD15835DAB010ED,CMT,1,N,10/13/2013 21:10,10/13/2013 21:32,3,1318,5.1,-73.946022,40.821384,-73.946022,40.821384
AC7A85219867AB060609BA214C124969,EBB1EF221B5CE8E5B4B5D8B54122C92A,CMT,1,N,10/13/2013 22:08,10/13/2013 22:27,2,1123,10,-73.870697,40.773613,-73.994354,40.697903
